Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2011,Baccalaureate (All),John Carroll University,"$2,748,922","$4,714,203","$104,539","$31,480",$0,"$2,074,564","$2,210,583","$10,000","$6,700","$6,931,486","$4,451,567",373,"$122,410",0,373,$0,"$122,410","$60,745"
FY2012,Baccalaureate (All),John Carroll University,"$5,865,488","$7,695,281","$146,115","$22,151",$0,"$2,891,078","$3,059,344","$50,000","$38,716","$10,793,341","$5,641,249",344,"$212,900",12,356,"$31,675","$244,575","$131,849"
FY2013,Baccalaureate (All),John Carroll University,"$4,308,397","$6,177,384","$70,015","$308,275",$0,"$3,647,796","$4,026,086","$25,000","$3,279","$10,206,749","$5,935,632",420,"$152,289",3,423,"$12,250","$164,539","$60,272"
FY2014,Baccalaureate (All),John Carroll University,"$3,692,872","$5,615,019","$313,531","$102,645",$0,"$1,806,797","$2,222,973",$0,$0,"$7,837,992","$5,169,277",401,"$93,435",17,418,"$4,775","$98,210","$61,900"
FY2015,Baccalaureate (All),John Carroll University,"$4,409,579","$6,237,153","$66,599","$69,379",$0,"$3,434,884","$3,570,862",$0,$0,"$9,808,015","$5,759,626",530,"$416,543",5,535,"$2,950","$419,493","$197,782"
FY2016,Baccalaureate (All),John Carroll University,"$4,078,309","$5,798,336","$127,961","$44,183",$0,"$4,355,705","$4,527,849",$0,$0,"$10,326,185","$4,757,805",564,"$156,195",19,583,"$15,128","$171,323","$89,584"
FY2011,Baccalaureate (All),Kenyon College,"$3,790,794","$8,506,389","$9,302,557","$18,850","$998,497","$6,905,590","$17,225,494","$212,229","$107,154","$25,839,037","$14,204,725",124,"$39,960",0,124,$0,"$39,960","$5,235"
FY2012,Baccalaureate (All),Kenyon College,"$2,496,533","$6,996,538","$5,127,020","$10,000",$0,"$7,521,814","$12,658,834","$589,876","$92,623","$19,747,995","$9,592,263",102,"$48,923",,102,,"$48,923","$10,215"
FY2013,Baccalaureate (All),Kenyon College,"$4,998,418","$9,768,764","$2,709,322","$2,500",$0,"$5,956,343","$8,668,165","$50,000","$17,813","$18,454,742","$8,331,122",85,"$53,686",0,85,$0,"$53,686","$4,827"
FY2014,Baccalaureate (All),Kenyon College,"$3,296,867","$8,193,583","$2,248,915","$2,750",$0,"$3,679,558","$5,931,223",$0,$0,"$14,124,806","$6,494,815",146,"$39,369",,146,,"$39,369","$5,144"
FY2015,Baccalaureate (All),Kenyon College,"$3,803,105","$8,936,882","$12,882,284","$3,500",$0,"$4,161,837","$17,047,621",$0,$0,"$25,984,503","$16,385,801",54,"$59,819",,54,,"$59,819","$1,175"
FY2016,Baccalaureate (All),Kenyon College,"$4,682,576","$9,448,279","$2,536,556","$70,850",$179,"$5,212,879","$7,820,464","$1,110,000","$368,444","$17,637,187","$6,575,211",173,"$70,959",,173,,"$70,959","$10,824"
FY2011,Baccalaureate (All),Marietta College,"$616,159","$2,117,424","$6,865,567","$259,153",$0,"$517,197","$7,641,917","$100,000","$45,218","$9,804,559","$5,206,794",538,"$126,658",0,538,$0,"$126,658","$53,867"
FY2012,Baccalaureate (All),Marietta College,"$646,989","$2,094,389","$2,309,289","$30,669",$0,"$1,493,231","$3,833,189","$50,000","$33,000","$5,960,578","$2,575,024",,,,,,,"$41,645"
FY2013,Baccalaureate (All),Marietta College,"$583,951","$2,135,190","$674,552","$5,242",$0,"$3,188,991","$3,868,785","$12,000","$7,081","$6,011,056","$4,222,623",,,,,,,"$51,535"
FY2014,Baccalaureate (All),Marietta College,"$952,344","$2,632,227","$426,610","$2,725",$0,"$2,360,580","$2,789,915",$0,$0,"$5,422,142","$3,528,976",,,,,,,"$46,920"
FY2015,Baccalaureate (All),Marietta College,"$1,474,799","$3,178,875","$206,750","$1,000",$0,"$1,380,949","$1,588,699",$0,$0,"$4,767,574","$2,618,744",0,$0,0,0,$0,$0,"$69,965"
FY2016,Baccalaureate (All),Marietta College,"$2,411,767","$4,319,825","$752,069","$1,600",$0,"$912,985","$1,666,654",$0,$0,"$5,986,479","$4,339,232",0,$0,0,0,$0,$0,"$54,460"
FY2011,Baccalaureate (All),University of Mount Union,"$477,983","$1,783,510","$9,463,238",$0,$0,"$2,785,326","$12,248,564","$551,815","$317,716","$14,349,790","$11,574,632",0,$0,0,0,$0,$0,$0
FY2012,Baccalaureate (All),University of Mount Union,"$591,873","$1,861,361","$6,477,723",$0,$0,"$2,356,159","$8,833,882",$0,$0,"$10,695,243","$8,985,496",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),University of Mount Union,"$461,910","$1,816,962","$5,950,819",$0,$0,"$710,344","$6,661,163","$50,265","$26,479","$8,504,604","$7,040,253",0,$0,0,0,$0,$0,$0
FY2014,Baccalaureate (All),University of Mount Union,"$799,061","$2,072,568","$7,319,757",$0,$0,"$1,241,072","$8,560,829","$198,257","$97,939","$10,731,336","$2,918,177",0,$0,0,0,$0,$0,$0
FY2015,Baccalaureate (All),University of Mount Union,"$488,907","$1,780,687","$3,845,120",$0,$0,"$1,088,028","$4,933,148","$75,358","$31,444","$6,745,279","$4,714,581",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),University of Mount Union,"$905,792","$2,212,068","$1,240,329",$0,$0,"$1,245,005","$2,485,334","$195,759","$81,289","$4,778,691","$3,376,288",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),Oberlin College,"$9,688,828","$14,032,865","$2,921,331","$1,820,630","$1,060","$3,565,473","$8,308,494","$2,166,019","$703,848","$23,045,207","$8,908,472",,,,,,,"$76,516"
FY2012,Baccalaureate (All),Oberlin College,"$10,857,141","$14,502,891","$3,608,084","$2,124,394","$1,685","$7,750,599","$13,484,762","$2,067,171","$884,143","$28,871,796","$11,235,170",,,,,,,"$98,994"
FY2013,Baccalaureate (All),Oberlin College,"$8,735,356","$12,808,878","$3,914,015","$2,036,128",$485,"$9,223,849","$15,174,477","$2,282,254","$1,085,051","$29,068,406","$11,667,909",,,,,,,"$80,864"
FY2014,Baccalaureate (All),Oberlin College,"$11,395,256","$15,316,761","$7,272,803","$2,939,537",$235,"$7,084,156","$17,296,731","$1,339,204","$937,443","$33,550,935","$11,711,484",,,,,,,"$115,287"
FY2015,Baccalaureate (All),Oberlin College,"$11,652,642","$15,224,994","$7,645,923","$2,162,912","$5,085","$15,622,769","$25,436,689","$2,403,822","$1,167,302","$41,828,985","$18,819,435",,,,,,,"$92,096"
FY2016,Baccalaureate (All),Oberlin College,"$13,062,727","$16,667,132","$9,207,287","$1,642,300","$1,310","$11,791,398","$22,642,295","$1,094,645","$576,340","$39,885,767","$18,209,222",,,,,,,"$107,091"
FY2011,Baccalaureate (All),Ohio Northern University,"$1,517,138","$2,581,487","$457,964","$536,510","$22,500","$1,479,856","$2,496,830","$145,335","$84,533","$5,162,850","$2,695,932",541,"$115,334",0,541,$0,"$115,334","$65,662"
FY2012,Baccalaureate (All),Ohio Northern University,"$1,320,190","$2,372,284","$854,356","$1,279,145","$20,254","$1,472,831","$3,626,586","$96,192","$67,352","$6,066,222","$2,818,354",185,"$48,222",1,186,"$251,197","$299,419","$16,777"
FY2013,Baccalaureate (All),Ohio Northern University,"$2,513,800","$3,573,014","$536,308","$1,323,789","$14,000","$2,869,177","$4,743,274","$219,481","$173,156","$8,489,444","$4,921,488",180,"$53,597",0,180,$0,"$53,597","$16,779"
FY2014,Baccalaureate (All),Ohio Northern University,"$3,089,261","$4,570,486","$1,071,187","$1,258,903",$0,"$1,193,603","$3,523,693","$143,820","$122,783","$8,216,962","$4,856,989",397,"$59,133",0,397,$0,"$59,133","$22,647"
FY2015,Baccalaureate (All),Ohio Northern University,"$1,440,285","$2,992,429","$1,845,566","$1,285,261",$0,"$2,820,182","$5,951,009","$10,000","$7,000","$8,950,438","$5,543,157",376,"$71,860",0,376,$0,"$71,860","$19,709"
FY2016,Baccalaureate (All),Ohio Northern University,"$1,841,718","$3,120,904","$1,749,951","$1,255,542",$0,"$1,006,567","$4,012,060",$0,$0,"$7,132,964","$3,592,653",627,"$128,721",0,627,$0,"$128,721","$38,544"
FY2011,Baccalaureate (All),Ohio Wesleyan University,"$1,948,290","$5,715,558","$2,996,533","$473,956",$0,"$2,254,150","$5,724,639","$660,000","$405,405","$11,845,602","$8,635,407",507,"$202,102",3,510,"$1,910","$204,012","$162,199"
FY2012,Baccalaureate (All),Ohio Wesleyan University,"$1,780,574","$6,842,439","$3,211,057","$1,215,855",$0,"$3,078,947","$7,505,859","$417,543","$186,671","$14,534,969","$8,882,436",749,"$657,431",50,799,"$1,031,390","$1,688,821","$618,125"
FY2013,Baccalaureate (All),Ohio Wesleyan University,"$2,726,372","$7,146,310","$2,551,619","$125,545",$0,"$6,292,518","$8,969,682","$765,214","$395,504","$16,511,496","$9,806,469","1,357","$638,448",114,"1,471","$682,495","$1,320,943","$446,077"
FY2014,Baccalaureate (All),Ohio Wesleyan University,"$2,301,332","$6,911,266","$6,259,003","$101,650",$0,"$9,714,261","$16,074,914","$361,426","$176,467","$23,162,647","$14,931,546",583,"$537,264",,583,,"$537,264","$439,843"
FY2015,Baccalaureate (All),Ohio Wesleyan University,"$1,895,711","$6,119,756","$10,226,807","$52,350",$0,"$8,175,906","$18,455,063","$2,272,818","$1,472,648","$26,047,467","$18,588,102",583,"$356,895",0,583,$0,"$356,895","$314,100"
FY2016,Baccalaureate (All),Ohio Wesleyan University,"$2,275,074","$6,672,586","$4,393,830","$232,278",$0,"$7,323,999","$11,950,107","$215,000","$110,768","$18,733,461","$9,637,744",752,"$537,597",0,752,$0,"$537,597","$432,645"
FY2011,Baccalaureate (All),Wilmington College,"$906,771","$1,485,765","$62,019",$906,"$25,000","$127,552","$215,477","$14,275","$6,954","$1,708,196","$455,171",,$0,,,$0,$0,"$20,039"
FY2012,Baccalaureate (All),Wilmington College,"$576,263","$1,211,123","$193,165",$160,"$25,000","$457,932","$676,257","$60,000","$19,351","$1,906,731","$719,776",,$0,,,$0,$0,"$25,536"
FY2013,Baccalaureate (All),Wilmington College,"$755,297","$1,156,081","$1,052,164",$100,"$25,000","$639,037","$1,716,301","$10,000","$3,027","$2,875,409","$982,378",,$0,,,$0,$0,"$25,016"
FY2014,Baccalaureate (All),Wilmington College,"$833,753","$1,471,327","$670,342","$5,037",$100,"$405,335","$1,080,814","$5,000","$3,172","$2,555,313","$1,356,759",,,,,,,
FY2015,Baccalaureate (All),Wilmington College,"$521,527","$937,137","$873,698",$747,$0,"$1,689,141","$2,563,586",$0,$0,"$3,500,723","$2,290,556",,,,,,,
FY2016,Baccalaureate (All),Wilmington College,"$737,708","$2,359,825","$724,538",$500,$0,"$181,015","$906,053",$0,$0,"$3,265,878","$1,964,279",,,,,,,
FY2011,Baccalaureate (All),Wittenberg University,"$818,225","$3,892,205","$673,722","$5,750",$0,"$916,508","$1,595,980","$105,000","$22,569","$5,510,754","$2,452,146",,,,,,,"$105,414"
FY2012,Baccalaureate (All),Wittenberg University,"$888,701","$3,056,273","$650,463","$106,245",$0,"$3,064,721","$3,821,429",$0,$0,"$6,877,702","$4,653,910","1,032","$135,100",18,"1,050","$31,704","$166,804","$91,654"
FY2013,Baccalaureate (All),Wittenberg University,,,,,,,,,,"$6,824,670","$4,268,243",,,,,,,
FY2015,Baccalaureate (All),Wittenberg University,"$1,221,431","$2,388,540","$1,029,909",$573,"$19,607","$3,613,048","$4,663,137",$0,$0,"$7,051,677","$2,467,821",,,,,,,"$132,952"
FY2016,Baccalaureate (All),Wittenberg University,"$1,054,540","$3,653,728","$1,325,635",$328,"$22,845","$4,245,440","$5,594,248","$25,000","$12,610","$9,260,586","$5,272,269",101,"$138,493",149,250,"$1,276,962","$1,415,455","$95,118"
FY2011,Baccalaureate (All),Lewis & Clark College,"$3,813,796","$4,861,424","$106,000","$383,849","$5,186","$3,044,932","$3,539,967","$120,000","$53,522","$8,454,913","$1,804,826",,,,,,,"$53,314"
FY2012,Baccalaureate (All),Lewis & Clark College,"$4,068,867","$5,109,281","$327,260","$10,182,771","$30,599","$1,373,786","$11,914,416",$0,$0,"$17,023,697","$1,347,482",,,,,,,"$48,606"
FY2013,Baccalaureate (All),Lewis & Clark College,"$4,809,310","$5,913,758","$156,454","$2,250","$2,456","$1,875,354","$2,036,514","$237,161","$173,533","$8,123,805","$1,789,320",,,,,,,"$66,185"
FY2014,Baccalaureate (All),Lewis & Clark College,"$5,767,472","$6,906,990","$607,219","$467,442","$1,477","$2,199,116","$3,275,254","$320,000","$189,947","$10,372,191","$1,948,014",,,,,,,"$90,202"
FY2015,Baccalaureate (All),Lewis & Clark College,"$4,568,067","$5,605,573","$368,155","$253,687","$13,267","$4,272,001","$4,907,110","$157,596","$68,628","$10,581,311","$1,565,649",,,,,,,"$90,279"
FY2016,Baccalaureate (All),Lewis & Clark College,"$4,445,287","$5,640,794","$114,570","$5,427","$14,293","$1,416,523","$1,550,813","$33,484","$16,256","$7,207,863","$1,616,807",,,,,,,"$98,313"
FY2011,Baccalaureate (All),Linfield College,"$1,175,879","$1,918,630","$2,112,274",$0,$0,"$3,417,918","$5,530,192",$0,$0,"$7,448,822","$1,471,006","1,106","$180,236",7,"1,113","$4,943","$185,179","$68,112"
FY2012,Baccalaureate (All),Linfield College,"$1,050,394","$1,836,709","$1,181,053",$300,$0,"$381,457","$1,562,810","$75,214","$21,365","$3,420,884","$1,080,003","1,106","$180,236",7,"1,113","$4,943","$185,179","$77,327"
FY2013,Baccalaureate (All),Linfield College,"$1,145,341","$1,971,030","$208,624",$0,$600,"$1,224,108","$1,433,332","$280,000","$116,071","$3,520,433","$1,473,692","1,114","$192,008",5,"1,119","$12,450","$204,458","$75,988"
FY2014,Baccalaureate (All),Linfield College,"$1,249,651","$2,050,060","$626,666",$0,$0,"$1,509,629","$2,136,295","$942,935","$514,486","$4,700,841","$2,104,129",722,"$97,284",55,777,"$23,975","$121,259","$138,767"
FY2015,Baccalaureate (All),Linfield College,"$1,808,130","$2,637,631","$305,111",$0,$0,"$1,029,810","$1,334,921","$10,000","$6,363","$3,978,915","$2,173,574",830,"$217,951",143,973,"$264,639","$482,590","$100,529"
FY2016,Baccalaureate (All),Linfield College,"$1,151,463","$1,952,474","$540,661",$0,$0,"$3,272,716","$3,813,377","$67,089","$30,366","$5,796,217","$1,499,418","1,012","$232,202",4,"1,016","$2,550","$234,752","$97,968"
FY2011,Baccalaureate (All),Oregon Institute of Technology,"$422,781","$454,681","$1,419,663",$0,$0,"$86,580","$1,506,243",,$0,"$1,960,924","$44,062",,,,,,,
FY2012,Baccalaureate (All),Oregon Institute of Technology,"$487,889","$518,538","$255,618","$126,825",$0,"$212,810","$595,253",,$0,"$1,113,791","$83,189",,,,,,,
FY2011,Baccalaureate (All),Reed College,"$1,274,218","$4,539,998","$3,004,663","$1,739,786",$150,"$3,258,999","$8,003,598","$391,926","$148,778","$12,692,374","$6,387,818",0,$0,0,0,$0,$0,$0
FY2012,Baccalaureate (All),Reed College,"$1,005,731","$4,185,261","$3,941,729","$7,172,232",$600,"$22,080,613","$33,195,174","$727,822","$266,001","$37,646,436","$10,869,962",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),Reed College,"$1,485,996","$4,748,199","$1,817,464","$265,696",$200,"$7,851,111","$9,934,471","$247,026","$89,409","$14,772,079","$3,491,210",0,$0,0,0,$0,$0,$0
FY2014,Baccalaureate (All),Reed College,"$2,259,217","$5,925,658","$1,473,594","$3,310,269",$200,"$3,347,082","$8,131,145","$4,231,377","$1,921,702","$15,978,505","$8,419,834",0,$0,0,0,$0,$0,$0
FY2015,Baccalaureate (All),Reed College,"$2,550,947","$8,985,556","$820,898","$5,500",$200,"$2,571,679","$3,398,277","$1,419,257","$726,101","$13,109,934","$6,644,674",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),Reed College,"$2,134,985","$11,908,709","$3,478,474","$1,104,756",$0,"$5,076,219","$9,659,449","$2,803,972","$715,141","$22,283,299","$3,908,788",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),Willamette University,"$1,760,827","$2,937,493","$1,137,760",$400,$40,"$3,713,835","$4,852,035","$3,945,772","$1,222,575","$9,012,103","$2,647,900","1,296","$138,007",3,"1,299","$380,000","$518,007","$55,717"
FY2012,Baccalaureate (All),Willamette University,"$5,610,437","$6,882,976","$995,180","$15,300",$100,"$2,293,025","$3,303,605","$2,310,550","$935,036","$11,121,617","$2,264,938",311,"$63,367",9,320,$605,"$63,972","$46,744"
FY2013,Baccalaureate (All),Willamette University,"$3,237,276","$4,603,252","$2,365,129","$28,472",$0,"$2,788,215","$5,181,816","$1,920,830","$582,608","$10,367,676","$4,683,993",280,"$66,719",2,282,$150,"$66,869","$52,061"
FY2014,Baccalaureate (All),Willamette University,"$4,579,014","$6,037,331","$2,566,455","$312,673",$0,"$3,281,370","$6,160,498","$296,000","$109,517","$12,307,346","$3,782,194",,,,,,,"$15,313"
FY2015,Baccalaureate (All),Willamette University,"$1,875,896","$3,204,728","$1,090,091",$120,$0,"$2,855,790","$3,946,001","$657,790","$226,246","$7,376,975","$3,264,878",,,,,,,"$18,008"
FY2016,Baccalaureate (All),Willamette University,"$1,731,386","$3,154,250","$453,681","$255,029",$0,"$4,158,171","$4,866,881","$1,048,846","$588,643","$8,609,774","$5,416,021",,,,,,,"$71,480"
FY2011,Baccalaureate (All),Albright College,"$464,235","$1,417,922","$5,373,729","$144,107",$0,"$873,065","$6,390,901","$125,000","$85,612","$7,894,435","$2,455,644",735,"$72,889",1,736,"$346,000","$418,889","$17,044"
FY2012,Baccalaureate (All),Albright College,"$793,551","$1,931,800","$3,806,470","$374,469",$0,"$1,330,114","$5,511,053","$70,000","$36,500","$7,479,353","$2,085,715",147,"$256,381",2,149,"$2,025","$258,406","$256,631"
FY2013,Baccalaureate (All),Albright College,"$1,072,594","$1,871,404","$1,409,485","$109,242","$56,742","$1,137,294","$2,712,763","$25,000","$15,791","$4,599,958","$2,223,722",,,,,,,"$245,134"
FY2014,Baccalaureate (All),Albright College,"$556,945","$1,338,074","$5,140,677","$78,924",$0,"$263,773","$5,483,374","$902,825","$370,613","$7,192,061","$5,158,088",,,,,,,"$19,019"
FY2015,Baccalaureate (All),Albright College,"$879,513","$1,827,192","$4,876,120","$279,393",$0,"$639,649","$5,795,162","$50,000","$24,119","$7,646,473","$5,537,968",,,,,,,"$27,463"
FY2016,Baccalaureate (All),Albright College,"$1,212,113","$2,061,277","$1,562,168","$248,718",$0,"$1,034,493","$2,845,379",$0,$0,"$4,906,656","$1,946,440",,,,,,,"$51,084"
FY2011,Baccalaureate (All),Allegheny College,"$2,304,013","$4,558,534","$2,937,242",$66,$0,"$1,274,121","$4,211,429","$955,833","$436,065","$9,206,028","$3,388,009","1,029","$224,700",6,"1,035","$15,500","$240,200","$129,275"
FY2012,Baccalaureate (All),Allegheny College,"$2,550,218","$4,937,929","$1,371,516","$2,000",$0,"$1,677,727","$3,051,243","$1,288,571","$665,049","$8,654,221","$3,731,094",611,"$180,816",13,624,"$36,400","$217,216","$120,253"
FY2013,Baccalaureate (All),Allegheny College,"$3,434,188","$7,145,130","$301,166","$221,348",$0,"$3,126,620","$3,649,134","$139,651","$69,249","$10,863,513","$5,679,925",0,$0,0,0,$0,$0,"$53,259"
FY2014,Baccalaureate (All),Allegheny College,"$2,542,801","$4,985,646","$239,451","$200,671",$0,"$1,386,563","$1,826,685","$577,140","$307,524","$7,119,855","$4,203,019",703,"$125,792",29,732,"$24,875","$150,667","$54,216"
FY2015,Baccalaureate (All),Allegheny College,"$3,442,799","$6,423,423","$184,506","$104,110",$0,"$4,260,597","$4,549,213","$396,536","$322,639","$11,295,275","$7,919,058",917,"$120,280",32,949,"$15,605","$135,885","$62,885"
FY2016,Baccalaureate (All),Allegheny College,"$2,489,415","$5,500,533","$1,593,490","$126,201",$0,"$8,636,532","$10,356,223","$318,190","$175,373","$16,032,129","$10,100,036",736,"$121,328",23,759,"$8,570","$129,898","$67,243"
FY2011,Baccalaureate (All),Bryn Mawr College,"$5,299,744","$10,671,787","$1,862,842","$1,166,668",$0,"$4,128,207","$7,157,717","$1,212,292","$383,360","$18,212,864","$11,076,016",,,,,,,"$39,180"
FY2012,Baccalaureate (All),Bryn Mawr College,"$1,952,922","$7,201,263","$908,200","$3,411,529",$0,"$3,645,104","$7,964,833","$731,498","$325,419","$15,491,515","$11,378,604",,,,,,,"$64,420"
FY2013,Baccalaureate (All),Bryn Mawr College,"$2,513,131","$7,712,081","$406,965","$2,139,531",$0,"$11,942,369","$14,488,865","$1,981,179","$999,022","$23,199,968","$9,757,967",,,,,,,"$45,858"
FY2014,Baccalaureate (All),Bryn Mawr College,"$3,862,140","$9,277,699","$488,277","$11,986,549",$0,"$6,032,648","$18,507,474","$1,156,245","$581,877","$28,367,050","$19,328,737",0,$0,0,0,$0,$0,"$38,952"
FY2015,Baccalaureate (All),Bryn Mawr College,"$2,288,000","$7,694,601","$538,473","$2,004,972",$0,"$24,171,400","$26,714,845","$824,673","$419,093","$34,828,539","$24,459,207",,,,,,,"$32,931"
FY2016,Baccalaureate (All),Bryn Mawr College,"$4,598,182","$9,996,976","$1,448,292","$283,382",$0,"$5,508,678","$7,240,352","$300,471","$149,806","$17,387,134","$9,069,939",,,,,,,"$33,598"
FY2011,Baccalaureate (All),Bucknell University,"$6,380,740","$10,669,734","$4,538,166","$1,275,905",$0,"$9,792,645","$15,606,716","$1,642,814","$1,368,661","$27,645,111","$14,034,586",423,"$155,787",1,424,$499,"$156,286","$1,061,113"
FY2012,Baccalaureate (All),Bucknell University,"$7,904,104","$13,223,365","$8,244,461","$167,527",$0,"$11,808,484","$20,220,472","$1,103,267","$501,541","$33,945,378","$14,696,800",414,"$156,913",2,416,"$53,349","$210,262","$1,264,341"
FY2013,Baccalaureate (All),Bucknell University,"$7,409,920","$11,860,568","$4,914,515","$135,243",$0,"$10,522,799","$15,572,557","$1,067,714","$457,975","$27,891,100","$14,257,774",391,"$189,475",8,399,"$52,215","$241,690","$1,120,058"
FY2014,Baccalaureate (All),Bucknell University,"$7,313,629","$12,409,866","$3,411,024","$13,510",$0,"$14,650,756","$18,075,290","$2,151,306","$1,144,860","$31,630,016","$18,917,094",543,"$230,745",4,547,"$66,482","$297,227","$1,196,485"
